,Unnamed: 0,id,dialect,translation,Correct,Keep,language,prompts,concepts,writer_a,task
77,76,116120,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,"Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in Bavarian German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are inconstant, mercurial, composed, recollected, unstable, mellow, steady, mutable, unruffled, uncertain. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,calm
78,62,90276,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,"Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in Bavarian German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are mellow, changeable, undisturbed, unruffled, sedate, composed, inconstant, variable, capricious, moody. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,calm
79,106,19043,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,"Given the two writers:
Writer A, who writes like this: 'Writes in Bavarian German dialect.'
Writer B, who writes like this: 'Writes in standard German.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are unstable, peaceful, unruffled, mercurial, untroubled, impulsive, changeable, calm, variable, cool. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],dialect,calm
80,97,20798,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,"Given the two writers:
Writer A, who writes like this: 'Writes in Bavarian German dialect.'
Writer B, who writes like this: 'Writes in standard German.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are cool, variable, capricious, serene, composed, impulsive, mutable, placid, relaxed, volatile. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],dialect,calm
81,80,108847,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,"Given the two writers:
Writer A, who writes like this: 'Writes in Bavarian German dialect.'
Writer B, who writes like this: 'Writes in standard German.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are unperturbed, capricious, volatile, unshaken, unruffled, irascible, whimsical, peaceful, placid, temperamental. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],dialect,calm
82,96,94339,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,"Given the two writers:
Writer A, who writes like this: 'Writes in Bavarian German dialect.'
Writer B, who writes like this: 'Writes in standard German.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are irritable, steady, fluctuating, capricious, calm, uncertain, unstable, untroubled, collected, unshaken. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],dialect,calm
83,59,45638,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,"Given the two writers:
Writer A, who writes like this: 'Writes in Bavarian German dialect.'
Writer B, who writes like this: 'Writes in standard German.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are unsteady, steady, unstable, serene, composed, mutable, relaxed, variable, unruffled, capricious. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],dialect,calm
84,67,93007,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,"Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in Bavarian German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are untroubled, changeable, inconstant, smooth, collected, whimsical, peaceful, fickle, recollected, fluctuating. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,calm
85,68,110670,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,"Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in Bavarian German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are unsettled, mercurial, collected, changeable, smooth, cool, moody, steady, volatile, unworried. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,calm
86,90,95907,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,"Given the two writers:
Writer A, who writes like this: 'Writes in Bavarian German dialect.'
Writer B, who writes like this: 'Writes in standard German.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are capricious, irritable, whimsical, uncertain, calm, untroubled, mellow, volatile, undisturbed, unperturbed. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],dialect,calm
87,56,91300,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,"Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in Bavarian German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are unsteady, inconstant, undisturbed, unperturbed, unstable, cool, recollected, uncertain, calm, mercurial. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,calm
88,2,112061,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,"Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in Bavarian German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are fickle, changeful, cool, unsettled, recollected, peaceful, unsteady, volatile, collected, unshaken. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,calm
89,63,121570,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,"Given the two writers:
Writer A, who writes like this: 'Writes in Bavarian German dialect.'
Writer B, who writes like this: 'Writes in standard German.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are collected, fluctuating, placid, peaceful, unruffled, impulsive, unstable, capricious, unsteady, unshaken. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],dialect,calm
90,45,111387,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,"Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in Bavarian German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are variable, calm, fickle, mutable, undisturbed, unruffled, untroubled, unworried, moody, volatile. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,calm
91,104,100776,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,"Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in Bavarian German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are volatile, capricious, relaxed, changeable, steady, mercurial, sedate, inconstant, serene, collected. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,calm
92,83,113127,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,"Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in Bavarian German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are undisturbed, variable, temperamental, recollected, collected, inconstant, relaxed, changeful, mellow, whimsical. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,calm
93,94,128031,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,"Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in Bavarian German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are inconstant, composed, mutable, mellow, changeful, temperamental, recollected, variable, tranquil, undisturbed. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,calm
94,21,93813,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,"Given the two writers:
Writer A, who writes like this: 'Writes in Bavarian German dialect.'
Writer B, who writes like this: 'Writes in standard German.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are unruffled, unshaken, smooth, irascible, mercurial, mutable, placid, cool, fickle, whimsical. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],dialect,calm
95,92,34225,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,"Given the two writers:
Writer A, who writes like this: 'Writes in Bavarian German dialect.'
Writer B, who writes like this: 'Writes in standard German.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are changeful, fickle, uncertain, placid, unruffled, smooth, untroubled, recollected, whimsical, mutable. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],dialect,calm
96,13,25202,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,"Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in Bavarian German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are cool, unworried, sedate, moody, changeful, collected, unstable, irascible, smooth, uncertain. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,calm
97,50,83230,Writes in Bavarian German dialect.,Writes in standard German.,Ende entfernt,,bar,"Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in Bavarian German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are unsteady, unstable, untroubled, smooth, cool, serene, inconstant, mercurial, changeful, recollected. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,calm
98,18,27153,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,"Given the two writers:
Writer A, who writes like this: 'Writes in Bavarian German dialect.'
Writer B, who writes like this: 'Writes in standard German.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are whimsical, impulsive, untroubled, unshaken, sedate, serene, undisturbed, inconstant, changeable, irascible. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],dialect,calm
99,22,105801,Writes in Bavarian German dialect.,Writes in standard German.,1,,bar,"Given the two writers:
Writer A, who writes like this: 'Writes in Bavarian German dialect.'
Writer B, who writes like this: 'Writes in standard German.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are temperamental, untroubled, irascible, recollected, unstable, collected, unworried, calm, changeable, unsettled. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],dialect,calm
100,44,8646,Writes in North Frisian German dialect.,Writes in standard German.,Ende entfernt,,frr,"Given the two writers:
Writer A, who writes like this: 'Writes in North Frisian German dialect.'
Writer B, who writes like this: 'Writes in standard German.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are changeable, tranquil, placid, smooth, fickle, undisturbed, changeful, unsettled, unshaken, unstable. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],dialect,calm
101,5,50174,Writes in North Frisian German dialect.,Writes in standard German.,1,,frr,"Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in North Frisian German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are undisturbed, collected, moody, unsettled, inconstant, recollected, sedate, relaxed, irritable, fluctuating. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,calm
102,76,36279,Writes in North Frisian German dialect.,Writes in standard German.,Ende entfernt,,frr,"Given the two writers:
Writer A, who writes like this: 'Writes in North Frisian German dialect.'
Writer B, who writes like this: 'Writes in standard German.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are undisturbed, unstable, irritable, unworried, unperturbed, variable, temperamental, cool, mercurial, calm. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],dialect,calm
103,88,23893,Writes in North Frisian German dialect.,Writes in standard German.,Ende entfernt,,frr,"Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in North Frisian German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are serene, steady, unruffled, temperamental, impulsive, uncertain, sedate, tranquil, fickle, unstable. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,calm
104,4,39817,Writes in North Frisian German dialect.,Writes in standard German.,Ende entfernt,,frr,"Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in North Frisian German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are composed, volatile, mellow, temperamental, capricious, placid, uncertain, variable, calm, recollected. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,calm
105,8,42479,Writes in North Frisian German dialect.,Writes in standard German.,Ende entfernt,,frr,"Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in North Frisian German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are calm, unshaken, unsettled, unruffled, collected, changeful, capricious, relaxed, inconstant, variable. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,calm
106,73,38016,Writes in North Frisian German dialect.,Writes in standard German.,Ende entfernt,,frr,"Given the two writers:
Writer A, who writes like this: 'Writes in North Frisian German dialect.'
Writer B, who writes like this: 'Writes in standard German.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are composed, placid, uncertain, temperamental, unruffled, tranquil, recollected, volatile, moody, unsettled. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],dialect,calm
107,91,44172,Writes in North Frisian German dialect.,Writes in standard German.,Ende entfernt,,frr,"Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in North Frisian German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are unperturbed, uncertain, undisturbed, temperamental, relaxed, changeable, impulsive, collected, irascible, unshaken. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,calm
108,82,30638,Writes in North Frisian German dialect.,Writes in standard German.,1,,frr,"Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in North Frisian German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are mellow, unshaken, inconstant, sedate, untroubled, unsettled, unsteady, composed, irritable, impulsive. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,calm
109,9,40220,Writes in North Frisian German dialect.,Writes in standard German.,1,,frr,"Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in North Frisian German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are uncertain, moody, recollected, volatile, impulsive, tranquil, composed, capricious, unruffled, unperturbed. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,calm
110,74,36567,Writes in North Frisian German dialect.,Writes in standard German.,Ende entfernt,,frr,"Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in North Frisian German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are unsteady, smooth, irascible, collected, serene, undisturbed, inconstant, relaxed, moody, mutable. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,calm
111,90,30191,Writes in North Frisian German dialect.,Writes in standard German.,Ende entfernt,,frr,"Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in North Frisian German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are sedate, unsettled, tranquil, moody, fluctuating, temperamental, changeable, unworried, recollected, collected. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,calm
112,95,19520,Writes in North Frisian German dialect.,Writes in standard German.,1,,frr,"Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in North Frisian German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are unworried, sedate, fickle, moody, temperamental, mercurial, peaceful, calm, variable, recollected. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,calm
113,52,15676,Writes in North Frisian German dialect.,Writes in standard German.,Ende entfernt,,frr,"Given the two writers:
Writer A, who writes like this: 'Writes in North Frisian German dialect.'
Writer B, who writes like this: 'Writes in standard German.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are moody, calm, serene, unsettled, tranquil, recollected, changeable, variable, uncertain, placid. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],dialect,calm
114,104,26589,Writes in North Frisian German dialect.,Writes in standard German.,Ende entfernt,,frr,"Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in North Frisian German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are variable, steady, moody, untroubled, relaxed, unsettled, placid, volatile, changeful, collected. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,calm
115,87,47327,Writes in North Frisian German dialect.,Writes in standard German.,Ende entfernt,,frr,"Given the two writers:
Writer A, who writes like this: 'Writes in North Frisian German dialect.'
Writer B, who writes like this: 'Writes in standard German.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are fluctuating, irritable, unshaken, mellow, unsettled, placid, undisturbed, uncertain, sedate, capricious. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],dialect,calm
116,3,42735,Writes in North Frisian German dialect.,Writes in standard German.,Ende entfernt,,frr,"Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in North Frisian German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are inconstant, untroubled, changeable, unsteady, unruffled, fickle, unperturbed, impulsive, relaxed, calm. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,calm
117,35,35515,Writes in North Frisian German dialect.,Writes in standard German.,Ende entfernt,,frr,"Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in North Frisian German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are serene, undisturbed, impulsive, fickle, peaceful, uncertain, untroubled, variable, smooth, unsettled. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,calm
118,101,22424,Writes in North Frisian German dialect.,Writes in standard German.,Ende entfernt,,frr,"Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in North Frisian German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are uncertain, fickle, temperamental, relaxed, changeable, composed, unsettled, peaceful, mellow, collected. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,calm
119,66,42740,Writes in North Frisian German dialect.,Writes in standard German.,Ende entfernt,,frr,"Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in North Frisian German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are unsettled, inconstant, untroubled, fluctuating, placid, serene, unworried, sedate, volatile, unstable. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,calm
120,69,46251,Writes in North Frisian German dialect.,Writes in standard German.,1,,frr,"Given the two writers:
Writer A, who writes like this: 'Writes in North Frisian German dialect.'
Writer B, who writes like this: 'Writes in standard German.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are placid, untroubled, fickle, composed, uncertain, mutable, calm, fluctuating, serene, moody. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],dialect,calm
121,53,45737,Writes in North Frisian German dialect.,Writes in standard German.,Ende entfernt,,frr,"Given the two writers:
Writer A, who writes like this: 'Writes in North Frisian German dialect.'
Writer B, who writes like this: 'Writes in standard German.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are mutable, inconstant, impulsive, mellow, volatile, untroubled, composed, tranquil, moody, unperturbed. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],dialect,calm
122,15,12532,Writes in North Frisian German dialect.,Writes in standard German.,1,,frr,"Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in North Frisian German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are composed, smooth, temperamental, peaceful, fluctuating, untroubled, changeable, capricious, variable, collected. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,calm
123,59,38022,Writes in North Frisian German dialect.,Writes in standard German.,Ende entfernt,,frr,"Given the two writers:
Writer A, who writes like this: 'Writes in North Frisian German dialect.'
Writer B, who writes like this: 'Writes in standard German.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are smooth, placid, unstable, cool, changeable, changeful, calm, unworried, variable, fickle. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],dialect,calm
124,75,33387,Writes in North Frisian German dialect.,Writes in standard German.,,,frr,"Given the two writers:
Writer A, who writes like this: 'Writes in North Frisian German dialect.'
Writer B, who writes like this: 'Writes in standard German.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are unworried, composed, impulsive, undisturbed, fickle, unruffled, variable, placid, changeable, unsettled. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],dialect,calm
125,64,6135,Writes in North Frisian German dialect.,Writes in standard German.,1,,frr,"Given the two writers:
Writer A, who writes like this: 'Writes in North Frisian German dialect.'
Writer B, who writes like this: 'Writes in standard German.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are fluctuating, unworried, calm, collected, tranquil, whimsical, changeable, temperamental, cool, volatile. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],dialect,calm
126,93,44927,Writes in North Frisian German dialect.,Writes in standard German.,Ende entfernt,,frr,"Given the two writers:
Writer A, who writes like this: 'Writes in North Frisian German dialect.'
Writer B, who writes like this: 'Writes in standard German.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are calm, changeable, whimsical, irascible, serene, composed, changeful, mutable, steady, tranquil. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],dialect,calm
127,40,14629,Writes in North Frisian German dialect.,Writes in standard German.,1,,frr,"Given the two writers:
Writer A, who writes like this: 'Writes in North Frisian German dialect.'
Writer B, who writes like this: 'Writes in standard German.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are unshaken, capricious, unsettled, collected, relaxed, temperamental, recollected, untroubled, changeful, mercurial. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],dialect,calm
128,78,34149,Writes in North Frisian German dialect.,Writes in standard German.,1,,frr,"Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in North Frisian German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are inconstant, peaceful, fluctuating, variable, smooth, untroubled, calm, recollected, whimsical, unsettled. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,calm
129,94,41161,Writes in North Frisian German dialect.,Writes in standard German.,Ende entfernt,,frr,"Given the two writers:
Writer A, who writes like this: 'Writes in North Frisian German dialect.'
Writer B, who writes like this: 'Writes in standard German.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are unstable, uncertain, unworried, unperturbed, variable, peaceful, mercurial, fickle, collected, mellow. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],dialect,calm
130,41,14889,Writes in North Frisian German dialect.,Writes in standard German.,Andere Sprachen entfernt,,frr,"Given the two writers:
Writer A, who writes like this: 'Writes in North Frisian German dialect.'
Writer B, who writes like this: 'Writes in standard German.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are unshaken, peaceful, variable, volatile, relaxed, mellow, temperamental, serene, inconstant, moody. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],dialect,calm
131,77,48411,Writes in North Frisian German dialect.,Writes in standard German.,Kleinere Anpassungen,,frr,"Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in North Frisian German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are undisturbed, peaceful, moody, fluctuating, fickle, capricious, temperamental, calm, cool, unruffled. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,calm
132,6,911,Writes in North Frisian German dialect.,Writes in standard German.,1,,frr,"Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in North Frisian German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are irascible, placid, serene, mercurial, peaceful, fluctuating, volatile, temperamental, untroubled, unperturbed. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,calm
133,11,21149,Writes in North Frisian German dialect.,Writes in standard German.,Kleinere Anpassungen,,frr,"Given the two writers:
Writer A, who writes like this: 'Writes in standard German.'
Writer B, who writes like this: 'Writes in North Frisian German dialect.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are irascible, steady, changeful, relaxed, fickle, unsettled, moody, recollected, unperturbed, composed. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],standard,calm
134,63,31769,Writes in North Frisian German dialect.,Writes in standard German.,Ende entfernt,,frr,"Given the two writers:
Writer A, who writes like this: 'Writes in North Frisian German dialect.'
Writer B, who writes like this: 'Writes in standard German.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are unworried, fickle, unperturbed, recollected, whimsical, volatile, unsettled, changeable, unruffled, unshaken. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],dialect,calm
135,18,32228,Writes in North Frisian German dialect.,Writes in standard German.,Ende entfernt,,frr,"Given the two writers:
Writer A, who writes like this: 'Writes in North Frisian German dialect.'
Writer B, who writes like this: 'Writes in standard German.'

Here is a list of adjectives. For each adjectives pick a Writer – A or B – and write it after the adjective. The adjectives are temperamental, calm, mutable, unruffled, changeful, steady, moody, serene, whimsical, cool. Do not include any additional text in your response. Separate adjective and writer by ': ' and separate pairs by a new line.",[[]],dialect,calm
